Annual_measure,SD_of_measure,Use1_0,Name,Units,Description,Region,Time_period,Source
4,2,1,Obs_fishdlar_pb,/y,Annual_gross_PB_ratio_larvae_of_demersal_fish,General_value,NA,Mackinson_and_Daskalov_2007
1.72,0.86,1,Obs_fishp_pb,/y,Annual_gross_PB_ratio_planktivorous_fish,General_value,NA,Mackinson_and_Daskalov_2007
0.88,0.44,1,Obs_fishd_pb,/y,Annual_gross_PB_ratio_demersal_fish,General_value,NA,Mackinson_and_Daskalov_2007
1.3,0.6,1,Obs_fishm_pb,/y,Annual_gross_PB_ratio_migratory_fish,General_value,NA,Mackinson_and_Daskalov_2007
0.28,0.14,1,Obs_bird_pb,/y,Annual_net_PB_ratio_birds,General_value,NA,Mackinson_and_Daskalov_2007
0.09,0.045,1,Obs_seal_pb,/y,Annual_net_PB_ratio_pinnipeds,General_value,NA,Mackinson_and_Daskalov_2007
0.02,0.01,1,Obs_ceta_pb,/y,Annual_net_PB_ratio_cetaceans,General_value,NA,Mackinson_and_Daskalov_2007
0.3,0.1,1,Obs_exud_C_kelp,dimensionless,Annual_average_proportion_of_macrophyte_C_uptake_which_is_exuded,General_value,NA,Abdullah_and_Fredriksen_2004
0.12,0.2,1,Obs_kelp_NC,dimensionless,Annual_average_molar_NC_ratio_of_macrophytes,General_value,NA,Sjotun_et_al_1996/Broch_and_Slagstad_2012
NA,NA,0,Obs_Denitrif,mMN/m2/y,Annual_denitrification,Celtic_Sea,2003-2013,Insufficient_data
0.51,0.1,1,Obs_Dfdiscardp,dimensionless,Proportion_of_demersal_fish_catch_discarded,Celtic_Sea,2003-2013,Analysis of STECF data
19.24,9,1,Obs_s_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_sand_gs_0.25mm,NW_North_Sea,2007_2008,Serpetti_2012/Serpetti_et_al_2016
63.45,22,1,Obs_d_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_mud_gs_0.12mm,NW_North_Sea,2007_2008,Serpetti_2012/Serpetti_et_al_2016
4.15,2,1,Obs_s_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_sand_gs_0.25mm,NW_North_Sea,2007_2008,Serpetti_2012/Serpetti_et_al_2016
2.34,1,1,Obs_d_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_mud_gs_0.12mm,NW_North_Sea,2007_2008,Serpetti_2012/Serpetti_et_al_2016
0.0353,0.02441,1,Obs_s_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm),NW_North_Sea,1996_2015,Serpetti_2012/Serpetti_et_al_2016
0.0908,0.0343,1,Obs_d_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm),NW_North_Sea,1996_2015,Serpetti_2012/Serpetti_et_al_2016
NA,NA,0,Obs_NDJF_s_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_MJJA_s_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_shallow_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_NDJF_d_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_deep_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_MJJA_d_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_deep_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_NDJF_s_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_MJJA_s_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_shallow_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_NDJF_d_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_deep_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_MJJA_d_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_deep_layer,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_carn_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_omni_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_phyt_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_nit_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_amm_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_pfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2,Celtic_Sea,2003-2013,Insufficient_data
NA,NA,0,Obs_dfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2,Celtic_Sea,2003-2013,Insufficient_data
6.25E-07,3.00E-07,1,Obs_birddisc,mMN/m2/y,Annual_bycatch_of_birds,Celtic_Sea,2003-2013,Synthesis_of_literature_data/Macdonald_et_al_2019
1.31E-04,5.00E-05,1,Obs_sealdisc,mMN/m2/y,Annual_bycatch_of_pinnipeds,Celtic_Sea,2003-2013,Synthesis_of_literature_data/Macdonald_et_al_2019
0.00027545,1.00E-04,1,Obs_cetadisc,mMN/m2/y,Annual_bycatch_of_cetaceans,Celtic_Sea,2003-2013,Synthesis_of_literature_data/Macdonald_et_al_2019
1.50E-01,0.05,1,Obs_kelp_beachcast,dimensionless,Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast,General_value,NA,Zemke_White_et_al_2005
0,0,0,Obs_Ctland_livewt,mMN/m2/y,Obs_cetacean_landings_by_whale_hunters,Celtic_Sea,2003-2013,No_whaling_allowed
